id,location,products
n6294,Japan,Iron ore
n6295,,"Semi-anthracite pulverised coal injection (pci) coal, Ruthenium, Coke, Sulphuric acid, Bituminous coal"
n6296,China,Lead
n6297,Indonesia,Industrial Support Services
n6298,United States,Asset Management
n6299,United States,"Home & Office Products, Security System Part of Vehicle, Fastener Part of Vehicle"
n6300,Japan,"Organic-coated rolls, Hot-rolled sheet, Leisure Products"
n6301,,"Aluminium slab, Coke, Household Products, Chemical grade alumina, Ruthenium, Forestry, Paper & Wood Products"
n6302,Japan,"Beverages, Tin plates, Leisure Products"
n6303,China,"Coke, Sulphuric acid, Sulphuric acid, Lignite, Palladium, Sodium tripolyphosphate"
n6304,,"Blower Part of Vehicle, Pipe / Hose Part of Vehicle"
n6305,,"Zinc ingots, Zinc, Aluminium ingot, Aluminium ingot, Iron concentrate"
n6306,Japan,Various Semiconductors Part of Vehicle
n6307,South Korea,"IGBT devices for Converter Part of Vehicle, Torque Sensing LSDs Part of Vehicle"
n6308,China,"Wire rods, Steel bar, Wire rod, Continuous caster slab, Steel sheet piles, Wire rods, Hot-rolled sheet, Tinplate, Forestry, Paper & Wood Products, Molybdenum, Flat bars, Flat bars, Flat bars, Steel bar, Steel meshes"
n6309,Bermuda,T-foundry
n6310,United States,Internet Media & Services
n6311,,"Alumina, Organic-coated rolls, Organic-coated rolls, Palladium, Dolomite, Anode slime, Anode slime"
n6312,South Korea,"Pig iron, Flat bars"
n6313,Taiwan,"Railroad rails, Leisure Products"
n6314,Uganda,"Battery Charger Part of Vehicle, Transmission Part of Vehicle, Electric Cable Part of Vehicle, Engine Electric System Part of Vehicle, Voltage Meter Part of Vehicle, Voltage Meter Part of Vehicle, Voltage Meter Part of Vehicle, Voltage Meter Part of Vehicle, Voltage Meter Part of Vehicle"
n6315,South Korea,"Air Suspension Part of Vehicle, Oil Pump Part of Vehicle, Clean energy system Part of Vehicle, Fuel Filter Part of Vehicle"
n6316,China,Clutch Parts Part of Vehicle
n6317,Vietnam,Fertilizer
n6318,,"Covers, Coking coal concentrate, Hot-rolled sheet, Hot-rolled strip"
n6319,Belarus,"Oil Pump Part of Vehicle, Pipe / Hose Part of Vehicle, Wholesale - Consumer Staples, Air Conditioner Compressor Part of Vehicle, Fuel Pump Housing Part of Vehicle, Fuel Pump Housing Part of Vehicle, Road Wheel Part of Vehicle, Internet Media & Services, Various power semiconductor devices for Power ECU Part of Vehicle"
n6320,United States,"Turn Signal Lamp Part of Vehicle, Truck Body Panel Part of Vehicle"
n6321,Canada,Health Care Facilities & Svcs
n6322,,"Phosphates, Tinplate"
n6323,Mexico,Various Motor Part of Vehicle
n6324,,"Iron, Refined silver, Steel plates, Steel plates, Steel plates, Hot dip galvanized steel rolls, Steel, Wire rods, Welded pipes and rebars, Steel slab, Covers, Steel slab, Copper rod, Aluminium"
n6325,United States,Software
n6326,China,"Coke, Alumina, High-carbon ferromanganese, Coking coal concentrate"
n6327,China,"Pgm, Lithium"
n6328,,Alumina
n6329,,"Limestone, Hot-rolled sheet, Banking"
n6330,India,Automatic Transmission Parts Part of Vehicle
n6331,Switzerland,"Iron ore fines, Railroad rails"
n6332,Japan,Electronics/Electric Parts Part of Vehicle
n6333,Japan,"Information System Part of Vehicle, Turn Signal Lamp Part of Vehicle"
n6334,Germany,Distributor Part of Vehicle
n6335,United States,"Platinum, Palladium, Rhodium, Gold, Refined silver, High-carbon ferromanganese"
n6336,Belgium,"Foaming Part of Vehicle, Foaming Part of Vehicle, Interior Part of Vehicle, Tire Carrier Part of Vehicle"
n6337,,
n6338,India,"Iron, Steel, Steel"
n6339,Japan,Various surface treatment Part of Vehicle
n6340,Japan,"Hot dip galvanized sheet, Fertilizer, Fertilizer, Fertilizer, Palladium"
n6341,Japan,"High purity, Molten metal"
n6342,United States,Asset Management
n6343,Vietnam,"Motorcycle parts Part of Vehicle, Various surface treatment Part of Vehicle, Oil Pan Part of Vehicle, Oil Pan Part of Vehicle"
n6344,Poland,Fertilizer
n6345,Mexico,"Ferrite strontium powder, Manganese, Copper"
n6346,India,Steel
n6347,,"Electronics Parts Part of Vehicle, Steering Hose Part of Vehicle, Various Semiconductors Part of Vehicle, Heater Control Unit Part of Vehicle, Air Conditioner Evaporator Part of Vehicle, IGBT devices for Power ECU Part of Vehicle"
n6348,China,Tin
n6349,Japan,Steel
n6350,United States,"Tire Part of Vehicle, Tire Part of Vehicle, Road Wheel Parts Part of Vehicle, Oil Pressure Switch Part of Vehicle, Brake Part of Vehicle, Battery Part of Vehicle, Suspension Part of Vehicle"
n6351,Saudi Arabia,"Entertainment Content, Entertainment Content, Banking, Software"
n6352,United States,Household Products
n6353,China,"Thermal coal, Long flame coal, Thermal coal"
n6354,,"Aluminium, Aluminium hydroxide"
n6355,Malaysia,"LCD Part of Vehicle, Paint Coating Part of Vehicle, Air Cleaner Part of Vehicle"
n6356,China,Chemical grade alumina
n6357,Japan,"Various Semiconductors Part of Vehicle, LCD Part of Vehicle, Lens Part of Vehicle"
n6358,,
n6359,United States,Aluminium high purity
n6360,China,"Remelt, Wire rods, Steel, Wire rods, Steel"
n6361,United States,"Copper rod, Heavy angles, Heavy angles"
n6362,Spain,
n6363,Romania,"Aluminium wire rod, Billet, Steel slab, Aluminium, Steel plates, Hot-rolled sheet, Hot-rolled coil, Black plates, Hot-rolled coil, Hot-rolled sheet"
n6364,,"Copper, Cobalt"
n6365,South Korea,Remelt
n6366,,"Air Conditioner Compressor Part of Vehicle, Motorcycle parts Part of Vehicle, Motorcycle parts Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Piston Part of Vehicle, Air Conditioner Compressor Part of Vehicle"
n6367,,"Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle, Electric Cable Part of Vehicle"
n6368,South Korea,Apparel & Textile Products
n6369,,"Steel, Refined cobalt, Hard coking coal, Hard coking coal"
n6370,China,"Real Estate Services, Coal"
n6371,,"Battery Part of Vehicle, Battery Part of Vehicle, Clean energy system Part of Vehicle, IGBT devices for Power ECU Part of Vehicle, Lithium-ion battery Part of Vehicle, Battery Part of Vehicle"
n6372,Vietnam,"Copper, Wire rod"
n6373,South Korea,Sensors Part of Vehicle
n6374,Canada,Asset Management
n6375,United States,T-foundry
n6376,Bermuda,"Insurance, Asset Management, Asset Management, Asset Management"
n6377,,"Thermal coal, Pgm, Thermal coal"
n6378,United States,"Industrial Support Services, Clean energy system Part of Vehicle"
n6379,Japan,Commercial Support Services
n6380,,Steel sheet piles
n6381,,Turbine Wheel Part of Vehicle
n6382,United Kingdom,"Gold, Zircon, Platinum, Platinum, Gold, Platinum, Gold"
n6383,Thailand,Industrial Support Services
n6384,China,"Various Motor Part of Vehicle, Generator (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Truck Body Panel Part of Vehicle, Distributor Part of Vehicle, Turbine Wheel Part of Vehicle, Assembly Part of Vehicle, 4WD Transfer Part of Vehicle, 4WD Transfer Part of Vehicle"
n6385,Malaysia,Asset Management
n6386,Italy,"Iron ore pellets, Hot-rolled steel rolls, Forestry, Paper & Wood Products, Soft coking coal"
n6387,,Household Products
n6388,United States,
n6389,United Kingdom,Automatic Transmission Oil Pump Part of Vehicle
n6390,Australia,"Iron ore, Iron ore concentrate"
n6391,China,"Black plates, Hot-rolled steel, Steel, Coal"
n6392,South Korea,"Remelt, Remelt"
n6393,Sweden,Electronics/Electric Parts Part of Vehicle
n6394,Japan,
n6395,,"Silicomanganese, Beverages"
n6396,Japan,"Beverages, Software"
n6397,China,"Molten metal, Aluminium, Ferrite strontium powder, High-carbon ferromanganese, High-carbon ferromanganese, Steel, Manganese, Zinc"
n6398,Kenya,"Various power semiconductor devices for Power ECU Part of Vehicle, Optical Fiber Part of Vehicle, Voltage Meter Part of Vehicle, Commercial Support Services, Consumer Services, Vehicle Emergency System Part of Vehicle, Consumer Services"
n6399,South Korea,
n6400,China,"Motorcycle parts Part of Vehicle, Motorcycle parts Part of Vehicle, Transmission Part of Vehicle, Engine Parts Part of Vehicle, Machining Part of Vehicle, Clean energy system parts Part of Vehicle, Casting Part of Vehicle"
n6401,,"Aluminium, Aluminium, Aluminium"
n6402,China,ETC Part of Vehicle
n6403,Japan,Plastic injection molding Part of Vehicle
n6404,United States,"Hot-rolled sheet, Molten metal, High purity, Pig iron, Sinter, Rutile, Lead"
n6405,Japan,Entertainment Content
n6406,Germany,Various Semiconductors Part of Vehicle
n6407,Indonesia,"Molten metal, Real Estate Services, Steel slab, Steel slab"
n6408,Japan,
n6409,United States,Asset Management
n6410,China,"Molybdenum, Alumina"
n6411,,Fertilizer
n6412,China,Generator (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle
n6413,Bermuda,"Pipe / Hose Part of Vehicle, Commercial Support Services, Oil Pump Part of Vehicle"
n6414,Japan,"Thermal coal, Cold-rolled sheet"
n6415,Germany,Tool Set Part of Vehicle
n6416,United Kingdom,"Iron concentrate, Niobium, Sodium tripolyphosphate, Sulphuric acid"
n6417,Finland,"Turbo Charger Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle, Air Conditioner Compressor Part of Vehicle"
n6418,United Kingdom,Industrial Support Services
n6419,China,Intake Manifold Module Part of Vehicle
n6420,United States,Welding Part of Vehicle
n6421,China,"Small form and t-foundry, Hot-rolleds steel, Pci, Uranium, Pci"
n6422,,
n6423,Singapore,Asset Management
n6424,Luxembourg,Asset Management
n6425,Netherlands,"Limestone, Limestone, Rutile, Ilmenite"
n6426,Taiwan,
n6427,South Korea,"Pyrite, Organic-coated rolls, Organic-coated rolls, Wire rods, Forestry, Paper & Wood Products, Alumina, Coke, Sulphuric acid, Lignite, Ruthenium, Sulphuric acid, Sodium tripolyphosphate, Phosphates, Forestry, Paper & Wood Products, Hot-rolled strip"
n6428,,
n6429,Indonesia,"Power Take Off Part of Vehicle, Optical Fiber Part of Vehicle"
n6430,United States,"Manganese, Real Estate Services, Real Estate Services"
n6431,Vietnam,"Chemical grade alumina, Beverages, Ruthenium, Molten metal"
n6432,France,Plastic injection molding Part of Vehicle
n6433,United States,"Blower Part of Vehicle, Battery Charger Part of Vehicle, Turbo Charger Part of Vehicle, Fog Lamp Part of Vehicle, Hazard Lamp Part of Vehicle, Information System Part of Vehicle, Electric Power Steering Part of Vehicle"
n6434,Malaysia,Merchant steel bar
n6435,United States,Clean energy system Part of Vehicle
n6436,China,Casting Part of Vehicle
n6437,Hong Kong,"Thermal coal, Coal"
n6438,Malaysia,Refrigerant Tank Part of Vehicle
n6439,Taiwan,Aluminium wire rod
n6440,United Arab Emirates,"Heavy angles, Coal, Steel, Aluminium rod, Aluminium rod, Steel slab"
n6441,Vietnam,General Commodity Part of Vehicle
n6442,Japan,"Machining Part of Vehicle, Engine Structure Parts Part of Vehicle"
n6443,United States,"Engine Part of Vehicle, Turbo Charger Part of Vehicle, Air Conditioner Receiver Part of Vehicle, Cockpit Module Part of Vehicle, Cockpit Part of Vehicle, Air Conditioner Receiver Part of Vehicle, Turbine Wheel Part of Vehicle, Propeller Shaft Part of Vehicle"
n6444,China,"Hot-rolleds steel, Steel, Steel, Steel, Hot-rolled steel"
n6445,United Kingdom,SiC devices for Power ECU Part of Vehicle
n6446,,"T-foundry, Copper cathodes, Direct reduction iron pellets, Pulverized coal injection, Fertilizer, Coking coal concentrate, Uranium, Chemical grade alumina, Organic-coated rolls, Organic-coated rolls, High purity, Iron concentrate, Uranium, Real Estate Services, Iridium, Merchant steel bar, Food"
n6447,South Korea,Steel plates
n6448,,"Steel, Iron ore"
n6449,Spain,Remelt
n6450,United States,Containers & Packaging
n6451,Mexico,Asset Management
n6452,,
n6453,,"Copper cathode, Asset Management, Asset Management"
n6454,,"Air Conditioner Part of Vehicle, Electronics/Electric Parts Part of Vehicle, SiC devices for Converter Part of Vehicle, Solar Sensor Part of Vehicle, Home Construction, High Pressure Pipe Part of Vehicle, Aluminum machining Part of Vehicle, GPS Antenna Part of Vehicle"
n6455,Indonesia,"Steel, Real Estate Services"
n6456,Spain,"Automatic Transmission Carrier Part of Vehicle, Rear Parcel Part of Vehicle, Air/Fuel Management Part of Vehicle"
n6457,Japan,Machining Part of Vehicle
n6458,United States,Resistor Part of Vehicle
n6459,Taiwan,"Exhaust Parts Part of Vehicle, Engine Parts Part of Vehicle, Gear Part of Vehicle, Tool Set Part of Vehicle"
n6460,Taiwan,Lead
n6461,,"Alumina, Organic-coated rolls, Bauxite"
n6462,China,"Steel, Thermal coal, Software"
n6463,United States,Banking
n6464,China,"Coke, Coal, Iron ore, Pgm, High purity"
n6465,China,Body Reinforcement Parts Part of Vehicle
n6466,Pakistan,Oil Pan Part of Vehicle
n6467,,"Other Fuel Systems Part of Vehicle, Gas Spring Part of Vehicle, Gasoline Fuel Injection System Part of Vehicle, Pipe / Hose Part of Vehicle, Gasket Part of Vehicle"
n6468,South Korea,Hot-rolled steel
n6469,Japan,"Industrial Support Services, Categories by Production process Part of Vehicle"
n6470,,
n6471,China,Ruthenium
n6472,South Korea,"Palladium, Chemical grade alumina"
n6473,United States,Telematics Communication System Part of Vehicle
n6474,China,Industrial Support Services
n6475,Indonesia,"Nickel, Nickel, High-carbon ferromanganese, Gold, Silver, Bauxite, Molten metal, Real Estate Services, Coal, Gold, Remelt, Nickel"
n6476,Japan,"Aluminium slab, Asset Management, Aluminium slab, Aluminium slab, Real Estate Services, Real Estate Services"
n6477,Switzerland,Uranium
n6478,Japan,Hot-rolled strip
n6479,Japan,"Electronics/Electric Parts Part of Vehicle, Electronics Parts Part of Vehicle, Various Semiconductors Part of Vehicle, Electronics/Electric Parts Part of Vehicle, Electronics/Electric Parts Part of Vehicle, General Commodity Part of Vehicle, Automatic Control Parts Part of Vehicle, Automatic Control Parts Part of Vehicle, Home & Office Products, Engine Control System Part of Vehicle"
n6480,Taiwan,"Electric Connector Part of Vehicle, Electric Connector Part of Vehicle, Electric Connector Part of Vehicle, Electric Connector Part of Vehicle"
n6481,China,
n6482,,
n6483,Japan,Paint Coating Part of Vehicle
n6484,Netherlands,Electronics/Electric Parts Part of Vehicle
n6485,,
n6486,Malaysia,Asset Management
n6487,United States,"Heat treatment Part of Vehicle, Airbag System Part of Vehicle, Industrial Support Services"
n6488,Australia,Copper
n6489,Japan,
n6490,China,
n6491,Germany,"Organic-coated rolls, Hot-rolled sheet, Organic-coated rolls"
n6492,Oman,"Engine Lubricating System Part of Vehicle, Air/Fuel Management Part of Vehicle, Engine Lubricating Parts Part of Vehicle, Air Fuel Module Part of Vehicle, Containers & Packaging"
n6493,,
n6494,Taiwan,Refined silver
n6495,United States,Railroad rails
n6496,Japan,Various Motor Part of Vehicle
n6497,France,Rutile
n6498,,"Air/Fuel Management Parts Part of Vehicle, Industrial Support Services, Cabin Filter Part of Vehicle, Air/Fuel Management Part of Vehicle, Component Parts Part of Vehicle, Engine Control System Part of Vehicle"
n6499,United States,Health Care Facilities & Svcs
n6500,Italy,Motorcycle parts Part of Vehicle
n6501,Singapore,Leisure Products
n6502,South Korea,"Iron pellets, Steel, Welded pipes and rebars, Steel"
n6503,,"Billet, Organic-coated rolls, Alumina, Silicomanganese, Anode slime, Cobalt hydroxide, Insurance, Manganese, Diamonds, Diamonds, Forestry, Paper & Wood Products, Coke, Pyrite, Software, Alumina, Pci"
n6504,,"Oil Pump Part of Vehicle, Oil Pump Part of Vehicle, Oil Pump Part of Vehicle, Oil Strainer Part of Vehicle, Oil Pump Part of Vehicle"
n6505,Spain,Leisure Facilities & Services
n6506,Spain,
n6507,,"Household Products, Pci"
n6508,,"Lithium, Lithium, Copper, Lithium"
n6509,China,"Electronics Parts Part of Vehicle, Electronics/Electric Parts Part of Vehicle, Information System Part of Vehicle, Electronics Parts Part of Vehicle, Electronics/Electric Parts Part of Vehicle, Electronics Parts Part of Vehicle, Electronics Parts Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle"
n6510,,"Hot-rolleds steel, Cold-rolled steel, Ruthenium, Steel"
n6511,United Kingdom,Industrial Support Services
n6512,South Korea,"Alumina, Chemical grade alumina, Molybdenum, Alumina hydrate, Household Products, Organic-coated rolls, Aluminium hydroxide, Chemical grade alumina"
n6513,South Korea,Industrial Support Services
